,Hindi,Kannada,devanagari_kannada
39,कुछ संभावनाओं के मार्ग बनाती है और कुछ नई मंजिलों की दिशा भी देती है |,ಕೆಲವು ಸಾಧ್ಯತೆಗಳಿಗೆ ದಾರಿ ಮಾಡಿಕೊಡುತ್ತದೆ ಮತ್ತು ಕೆಲ ಹೊಸ ಗುರಿಗಳಿಗೆ ಮಾರ್ಗದರ್ಶನ ನೀಡುತ್ತದೆ.,कॆलवु साध्यतॆगळिगॆ दारि माडिकॊडुत्तदॆ मत्तु कॆल हॊस गुरिगळिगॆ मार्गदर्शन नीडुत्तदॆ.
40,"इस परिस्थिति में आप सब देशवासियों ने जो संकल्प शक्ति दिखाई है, उससे, भारत में एक नए बदलाव की शुरुआत भी हुई है |","ಈ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿ, ಎಲ್ಲಾ ದೇಶವಾಸಿಗಳು ತೋರಿಸಿದ ಸಂಕಲ್ಪ ಶಕ್ತಿಯೊಂದಿಗೆ, ಭಾರತದಲ್ಲಿ ಹೊಸ ಬದಲಾವಣೆಯೂ ಪ್ರಾರಂಭವಾಗಿದೆ.","ई परिस्थितियल्लि, ऎल्ला देशवासिगळु तोरिसिद संकल्प शक्तियॊंदिगॆ, भारतदल्लि हॊस बदलावणॆयू प्रारंभवागिदॆ."
41,"हमारे Business, हमारे दफ्तर, हमारे शिक्षण संस्थान, हमारा Medical Sector, हर कोई, तेज़ी से, नये तकनीकी बदलावों की तरफ भी बढ़ रहें हैं |","ನಮ್ಮ ವ್ಯವಹಾರ, ಕಚೇರಿಗಳು, ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಗಳು, ವೈದ್ಯಕೀಯ ಕ್ಷೇತ್ರ, ಎಲ್ಲವೂ ವೇಗವಾಗಿ, ಹೊಸ ತಾಂತ್ರಿಕ ಬದಲಾವಣೆಗಳತ್ತ ಸಾಗುತ್ತಿವೆ.","नम्म व्यवहार, कचेरिगळु, शिक्षण संस्थॆगळु, वैद्यकीय क्षेत्र, ऎल्लवू वेगवागि, हॊस तांत्रिक बदलावणॆगळत्त सागुत्तिवॆ."
42,Technology के front पर तो वाकई ऐसा लग रहा है कि देश का हर innovator नई परिस्तिथियों के मुताबिक कुछ-न-कुछ नया निर्माण कर रहा है |,ನಿಜವಾಗಿಯೂ ತಂತ್ರಜ್ಞಾನದ ಕ್ಷೇತ್ರದಲ್ಲಿ ದೇಶದ ಪ್ರತಿಯೊಬ್ಬ ಆವಿಷ್ಕಾರಿಯೂ ಹೊಸ ಸಂದರ್ಭಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ಏನನ್ನಾದರೂ ಹೊಸತನ್ನು ನಿರ್ಮಿಸುತ್ತಿದ್ದಾನೆ ಎಂದು ಅನ್ನಿಸುತ್ತಿದೆ.,निजवागियू तंत्रज्ञानद क्षेत्रदल्लि देशद प्रतियॊब्ब आविष्कारियू हॊस संदर्भगळिगॆ अनुगुणवागि एनन्नादरू हॊसतन्नु निर्मिसुत्तिद्दानॆ ऎंदु अन्निसुत्तिदॆ.
43,"साथियो, देश जब एक team बन करके काम करता है, तब क्या कुछ होता है - ये हम अनुभव कर रहें हैं |","ಸ್ನೇಹಿತರೇ, ದೇಶವೇ ಒಂದು ತಂಡವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸಿದಾಗ, ಏನೆಲ್ಲಾ ಮಾಡಬಹುದು ಎಂಬುದನ್ನು ನಾವೆಲ್ಲರೂ ಮನಗಂಡಿದ್ದೇವೆ.","स्नेहितरे, देशवे ऒंदु तंडवागि कार्यनिर्वहिसिदाग, एनॆल्ला माडबहुदु ऎंबुदन्नु नावॆल्लरू मनगंडिद्देवॆ."
44,"आज केन्द्र सरकार हो, राज्य सरकार हो, इनका हर एक विभाग और संस्थान राहत के लिए मिल-जुल करके पूरी speed से काम कर रहे हैं |","ಇಂದು, ಕೇಂದ್ರ ಸರ್ಕಾರವಾಗಲಿ, ರಾಜ್ಯ ಸರ್ಕಾರವಾಗಲಿ, ಇವುಗಳ ಪ್ರತಿಯೊಂದು ಇಲಾಖೆ ಮತ್ತು ಸಂಸ್ಥೆ ಪರಿಹಾರಕ್ಕಾಗಿ ಒಗ್ಗೂಡಿ ತೀವ್ರಗತಿಯಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿವೆ.","इंदु, केंद्र सर्कारवागलि, राज्य सर्कारवागलि, इवुगळ प्रतियॊंदु इलाखॆ मत्तु संस्थॆ परिहारक्कागि ऒग्गूडि तीव्रगतियल्लि कार्यनिर्वहिसुत्तिवॆ."
45,"हमारे Aviation Sector में काम कर रहे लोग हों, Railway कर्मचारी हों, ये दिन-रात मेहनत कर रहें हैं, ताकि, देशवासियों को कम-से-कम समस्या हो |","ದೇಶದ ಜನತೆಗೆ ಸಮಸ್ಯೆಯ ಬಿಸಿ ತಟ್ಟದಿರಲೆಂದು ನಮ್ಮ ವಾಯುಯಾನ ಕ್ಷೇತ್ರದಲ್ಲಿ ಕೆಲಸ ಮಾಡುವವರು, ರೈಲ್ವೆ ನೌಕರರು, ಹಗಲು ರಾತ್ರಿ ಶ್ರಮಿಸುತ್ತಿದ್ದಾರೆ.","देशद जनतॆगॆ समस्यॆय बिसि तट्टदिरलॆंदु नम्म वायुयान क्षेत्रदल्लि कॆलस माडुववरु, रैल्वॆ नौकररु, हगलु रात्रि श्रमिसुत्तिद्दारॆ."
46,आप में से शायद बहुत लोगों को मालूम होगा कि देश के हर हिस्से में दवाईयों को पहुँचाने के लिए ‘Lifeline Udan (लाइफ-लाइन उड़ान)’ नाम से एक विशेष अभियान चल रहा है |,‘ಲೈಫ್‌ಲೈನ್ ಉಡಾನ್’ ಎಂಬ ವಿಶೇಷ ಆಂದೋಲನ ದೇಶದ ಪ್ರತಿಯೊಂದು ಭಾಗಕ್ಕೂ ಔಷಧಿಗಳನ್ನು ತಲುಪಿಸುವ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿದೆ ಎಂಬುದು ಬಹುಶಃ ನಿಮ್ಮಲ್ಲಿ ಹಲವರಿಗೆ ತಿಳಿದಿದೆ.,‘लैफ्‌लैन् उडान्’ ऎंब विशेष आंदोलन देशद प्रतियॊंदु भागक्कू औषधिगळन्नु तलुपिसुव कार्यनिर्वहिसुत्तिदॆ ऎंबुदु बहुशः निम्मल्लि हलवरिगॆ तिळिदिदॆ.
47,"हमारे इन साथियों ने, इतने कम समय में, देश के भीतर ही, तीन लाख किलोमीटर की हवाई उड़ान भरी है और 500 टन से अधिक Medical सामग्री, देश के कोने-कोने में आप तक पहुँचाया है |",ಇಷ್ಟು ಕಡಿಮೆ ಅವಧಿಯಲ್ಲಿ ನಮ್ಮ ಈ ಸ್ನೇಹಿತರು ದೇಶದೊಳಗೆಯೇ ಮೂರು ಲಕ್ಷ ಕಿಲೋಮೀಟರ್ ನಷ್ಟು ವಿಮಾನ ಹಾರಾಟ ನಡೆಸಿ 500 ಟನ್‌ಗಿಂತಲೂ ಹೆಚ್ಚು ವೈದ್ಯಕೀಯ ಸಾಮಗ್ರಿಗಳನ್ನು ದೇಶದ ಮೂಲೆ ಮೂಲೆಯಲ್ಲಿರುವ ನಿಮಗೆ ತಲುಪಿಸಿದ್ದಾರೆ.,इष्टु कडिमॆ अवधियल्लि नम्म ई स्नेहितरु देशदॊळगॆये मूरु लक्ष किलोमीटर् नष्टु विमान हाराट नडॆसि 500 टन्‌गिंतलू हॆच्चु वैद्यकीय सामग्रिगळन्नु देशद मूलॆ मूलॆयल्लिरुव निमगॆ तलुपिसिद्दारॆ.
48,"इसी तरह, Railway के साथी, Lockdown में भी लगातार मेहनत कर रहें हैं, ताकि देश के आम लोगों को, जरुरी वस्तुओं की कमी न हो |","ಹಾಗೆಯೇ, ದೇಶದ ಸಾಮಾನ್ಯ ಜನರಿಗೆ ಅಗತ್ಯ ವಸ್ತುಗಳ ಕೊರತೆಯಾಗದಿರಲೆಂದು ರೈಲ್ವೆ ಸ್ನೇಹಿತರು ಕೂಡಾ ಲಾಕ್‌ಡೌನ್‌ ಸಮಯದಲ್ಲಿ ಎಡೆಬಿಡದೇ ಶ್ರಮಿಸುತ್ತಿದ್ದಾರೆ.","हागॆये, देशद सामान्य जनरिगॆ अगत्य वस्तुगळ कॊरतॆयागदिरलॆंदु रैल्वॆ स्नेहितरु कूडा लाक्‌डौन्‌ समयदल्लि ऎडॆबिडदे श्रमिसुत्तिद्दारॆ."
49,इस काम के लिए भारतीय रेलवे करीब-करीब 60 से अधिक रेल मार्ग पर 100 से भी ज्यादा parcel train चला रही है |,"ಈ ಕೆಲಸಕ್ಕಾಗಿ, ಭಾರತೀಯ ರೈಲ್ವೆ ಸುಮಾರು 60 ಕ್ಕೂ ಹೆಚ್ಚು ರೈಲ್ವೆ ಮಾರ್ಗಗಳಲ್ಲಿ 100 ಕ್ಕೂ ಹೆಚ್ಚು ಪಾರ್ಸೆಲ್ ರೈಲುಗಳನ್ನು ಓಡಿಸುತ್ತಿದೆ.","ई कॆलसक्कागि, भारतीय रैल्वॆ सुमारु 60 क्कू हॆच्चु रैल्वॆ मार्गगळल्लि 100 क्कू हॆच्चु पार्सॆल् रैलुगळन्नु ओडिसुत्तिदॆ."
50,"इसी तरह दवाओं की आपूर्ति में, हमारे डाक विभाग के लोग, बहुत अहम भूमिका निभा रहें हैं |",ಇದರಂತೆ ನಮ್ಮ ಅಂಚೆ ಇಲಾಖೆಯವರು ಔಷಧಿಗಳ ಸರಬರಾಜಿನಲ್ಲಿ ಬಹಳ ಮುಖ್ಯ ಪಾತ್ರ ವಹಿಸುತ್ತಿದ್ದಾರೆ.,इदरंतॆ नम्म अंचॆ इलाखॆयवरु औषधिगळ सरबराजिनल्लि बहळ मुख्य पात्र वहिसुत्तिद्दारॆ.
51,"हमारे ये सभी साथी, सच्चे अर्थ में, कोरोना के warrior ही हैं |",ನಮ್ಮ ಈ ಎಲ್ಲ ಸ್ನೇಹಿತರು ನಿಜವಾದ ಕೊರೋನಾ ಯೋಧರಾಗಿದ್ದಾರೆ.,नम्म ई ऎल्ल स्नेहितरु निजवाद कॊरोना योधरागिद्दारॆ.
52,"साथियो, ‘प्रधानमंत्री ग़रीब कल्याण पैकेज़’ के तहत, ग़रीबों के Account में पैसे, सीधे transfer किए जा रहे हैं |","ಸ್ನೇಹಿತರೇ, ‘ಪ್ರಧಾನ್ ಮಂತ್ರಿ ಗರಿಬ್ ಕಲ್ಯಾಣ್ ಪ್ಯಾಕೇಜ್’ ಅಡಿಯಲ್ಲಿ ಹಣವನ್ನು ನೇರವಾಗಿ ಬಡವರ ಖಾತೆಗೆ ವರ್ಗಾಯಿಸಲಾಗುತ್ತಿದೆ.","स्नेहितरे, ‘प्रधान् मंत्रि गरिब् कल्याण् प्याकेज्’ अडियल्लि हणवन्नु नेरवागि बडवर खातॆगॆ वर्गायिसलागुत्तिदॆ."
53,‘वृद्धावस्था पेंशन’ जारी की गई है |,‘ವೃದ್ಧಾಪ್ಯ ಪಿಂಚಣಿ’ ನೀಡಲಾಗಿದೆ.,‘वृद्धाप्य पिंचणि’ नीडलागिदॆ.
54,"गरीबों को तीन महीने के मुफ़्त गैस सिलेंडर, राशन जैसी सुविधायें भी दी जा रही हैं |",ಬಡವರಿಗೆ ಮೂರು ತಿಂಗಳ ಉಚಿತ ಗ್ಯಾಸ್ ಸಿಲಿಂಡರ್ ಮತ್ತು ಪಡಿತರ ಸೌಲಭ್ಯಗಳನ್ನು ಒದಗಿಸಲಾಗುತ್ತಿದೆ.,बडवरिगॆ मूरु तिंगळ उचित ग्यास् सिलिंडर् मत्तु पडितर सौलभ्यगळन्नु ऒदगिसलागुत्तिदॆ.
