,Kannada,Sanskrit,devanagari_kannada
36,ಇವರೆಲ್ಲರೂ ಸ್ಥಳೀಯ ಮಟ್ಟದಲ್ಲಿ ಬಿಕ್ಕಟ್ಟು ನಿರ್ವಹಣಾ ಯೋಜನೆಗಳನ್ನು ರೂಪಿಸುವಲ್ಲಿ ಮತ್ತು ಅದನ್ನು ಕಾರ್ಯಗತಗೊಳಿಸುವುದರಲ್ಲಿ ಬಹಳಷ್ಟು ಸಹಾಯ ಮಾಡುತ್ತಿದ್ದಾರೆ.,एते जनाः संकटप्रबन्धनयोजनाकारैः साकं आपूर्तिकार्येषु साहाय्यं कुर्वन्ति।,इवरॆल्लरू स्थळीय मट्टदल्लि बिक्कट्टु निर्वहणा योजनॆगळन्नु रूपिसुवल्लि मत्तु अदन्नु कार्यगतगॊळिसुवुदरल्लि बहळष्टु सहाय माडुत्तिद्दारॆ.
37,*,भवन्तोऽपि covidwarriors.gov.in इत्येतेन संयुज्य कोविड योद्धृरूपेण देशसेवां कर्तुं पारयन्ति।,*
38,"ಸ್ನೇಹಿತರೆ, ಪ್ರತಿ ಸಂಕಷ್ಟದ ಸ್ಥಿತಿ ಪ್ರತಿ ಹೋರಾಟ ಏನಾದರೂ ಪಾಠ ಕಲಿಸುತ್ತದೆ.
ಏನಾದರೂ ಹೊಸತನ್ನು ಕಲಿಸಿ ಹೋಗುತ್ತದೆ ಮತ್ತು ತಿಳಿವಳಿಕೆ ಮೂಡಿಸುತ್ತದೆ.","मित्राणि, प्रत्येकं कठिन-परिस्थितिः संघर्षं च किमपि शिक्षयति, मार्गदर्शनं करोति।","स्नेहितरॆ, प्रति संकष्टद स्थिति प्रति होराट एनादरू पाठ कलिसुत्तदॆ.
एनादरू हॊसतन्नु कलिसि होगुत्तदॆ मत्तु तिळिवळिकॆ मूडिसुत्तदॆ."
39,ಕೆಲವು ಸಾಧ್ಯತೆಗಳಿಗೆ ದಾರಿ ಮಾಡಿಕೊಡುತ್ತದೆ ಮತ್ತು ಕೆಲ ಹೊಸ ಗುರಿಗಳಿಗೆ ಮಾರ್ಗದರ್ಶನ ನೀಡುತ್ತದೆ.,"कासाञ्चन संभावनानां मार्गं प्रदर्शयति, केषांचन लक्ष्याणां च दिशासूचनं करोति।",कॆलवु साध्यतॆगळिगॆ दारि माडिकॊडुत्तदॆ मत्तु कॆल हॊस गुरिगळिगॆ मार्गदर्शन नीडुत्तदॆ.
40,"ಈ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿ, ಎಲ್ಲಾ ದೇಶವಾಸಿಗಳು ತೋರಿಸಿದ ಸಂಕಲ್ಪ ಶಕ್ತಿಯೊಂದಿಗೆ, ಭಾರತದಲ್ಲಿ ಹೊಸ ಬದಲಾವಣೆಯೂ ಪ್ರಾರಂಭವಾಗಿದೆ.",अस्यां परिस्थितौ भवद्भिः देशवासिभिः या संकल्पशक्तिः प्रदर्शितास्ति तया भारते नूतनपरिवर्तनस्य समारम्भः जातः।,"ई परिस्थितियल्लि, ऎल्ला देशवासिगळु तोरिसिद संकल्प शक्तियॊंदिगॆ, भारतदल्लि हॊस बदलावणॆयू प्रारंभवागिदॆ."
41,"ನಮ್ಮ ವ್ಯವಹಾರ, ಕಚೇರಿಗಳು, ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಗಳು, ವೈದ್ಯಕೀಯ ಕ್ಷೇತ್ರ, ಎಲ್ಲವೂ ವೇಗವಾಗಿ, ಹೊಸ ತಾಂತ್ರಿಕ ಬದಲಾವಣೆಗಳತ್ತ ಸಾಗುತ್ತಿವೆ.","अस्माकं व्यवसायाः, कार्यालयाः शिक्षणसंस्थानानि चिकित्साक्षेत्रं च प्रत्येकमपि नूतनं प्राविधिक- परिवर्तनम् अनुसरति।","नम्म व्यवहार, कचेरिगळु, शिक्षण संस्थॆगळु, वैद्यकीय क्षेत्र, ऎल्लवू वेगवागि, हॊस तांत्रिक बदलावणॆगळत्त सागुत्तिवॆ."
42,ನಿಜವಾಗಿಯೂ ತಂತ್ರಜ್ಞಾನದ ಕ್ಷೇತ್ರದಲ್ಲಿ ದೇಶದ ಪ್ರತಿಯೊಬ್ಬ ಆವಿಷ್ಕಾರಿಯೂ ಹೊಸ ಸಂದರ್ಭಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ಏನನ್ನಾದರೂ ಹೊಸತನ್ನು ನಿರ್ಮಿಸುತ್ತಿದ್ದಾನೆ ಎಂದು ಅನ್ನಿಸುತ್ತಿದೆ.,प्राविधिकसन्दर्भे तु वस्तुतः प्रतीयते यद्देशस्य प्रत्येकं नवप्रवर्तनकर्ता सद्यः उपस्थापित-परिस्थित्यनुसारेण किमपि नूतनं परिकल्पयति।,निजवागियू तंत्रज्ञानद क्षेत्रदल्लि देशद प्रतियॊब्ब आविष्कारियू हॊस संदर्भगळिगॆ अनुगुणवागि एनन्नादरू हॊसतन्नु निर्मिसुत्तिद्दानॆ ऎंदु अन्निसुत्तिदॆ.
43,"ಸ್ನೇಹಿತರೇ, ದೇಶವೇ ಒಂದು ತಂಡವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸಿದಾಗ, ಏನೆಲ್ಲಾ ಮಾಡಬಹುದು ಎಂಬುದನ್ನು ನಾವೆಲ್ಲರೂ ಮನಗಂಡಿದ್ದೇವೆ.","मित्राणि, देशं यदा एकदलरूपेण कार्यमाचरति तदा किं भवतीति वयमद्यत्वेऽनुभवामः।","स्नेहितरे, देशवे ऒंदु तंडवागि कार्यनिर्वहिसिदाग, एनॆल्ला माडबहुदु ऎंबुदन्नु नावॆल्लरू मनगंडिद्देवॆ."
44,"ಇಂದು, ಕೇಂದ್ರ ಸರ್ಕಾರವಾಗಲಿ, ರಾಜ್ಯ ಸರ್ಕಾರವಾಗಲಿ, ಇವುಗಳ ಪ್ರತಿಯೊಂದು ಇಲಾಖೆ ಮತ್ತು ಸಂಸ್ಥೆ ಪರಿಹಾರಕ್ಕಾಗಿ ಒಗ್ಗೂಡಿ ತೀವ್ರಗತಿಯಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿವೆ.","साम्प्रतं केन्द्रसर्वकारः भवेद्, राज्यशासनानि वा भवेयुः;
 एतेषां प्रत्येकं विभागः संस्थानं च जनसाहाय्यार्थं सम्भूय पूर्णजवेन कार्यं सम्पादयन्ति।","इंदु, केंद्र सर्कारवागलि, राज्य सर्कारवागलि, इवुगळ प्रतियॊंदु इलाखॆ मत्तु संस्थॆ परिहारक्कागि ऒग्गूडि तीव्रगतियल्लि कार्यनिर्वहिसुत्तिवॆ."
45,"ದೇಶದ ಜನತೆಗೆ ಸಮಸ್ಯೆಯ ಬಿಸಿ ತಟ್ಟದಿರಲೆಂದು ನಮ್ಮ ವಾಯುಯಾನ ಕ್ಷೇತ್ರದಲ್ಲಿ ಕೆಲಸ ಮಾಡುವವರು, ರೈಲ್ವೆ ನೌಕರರು, ಹಗಲು ರಾತ್ರಿ ಶ್ರಮಿಸುತ್ತಿದ್ದಾರೆ.","अस्माकं वैमानिकक्षेत्रस्य कर्मकराः, रेलविभागीयाः वा कर्मचारिणः, सर्वे अहर्निशं परिश्रमं कुर्वन्ति येन देशवासिनां समस्याः स्वल्पाः भवेयुः।","देशद जनतॆगॆ समस्यॆय बिसि तट्टदिरलॆंदु नम्म वायुयान क्षेत्रदल्लि कॆलस माडुववरु, रैल्वॆ नौकररु, हगलु रात्रि श्रमिसुत्तिद्दारॆ."
46,‘ಲೈಫ್‌ಲೈನ್ ಉಡಾನ್’ ಎಂಬ ವಿಶೇಷ ಆಂದೋಲನ ದೇಶದ ಪ್ರತಿಯೊಂದು ಭಾಗಕ್ಕೂ ಔಷಧಿಗಳನ್ನು ತಲುಪಿಸುವ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿದೆ ಎಂಬುದು ಬಹುಶಃ ನಿಮ್ಮಲ್ಲಿ ಹಲವರಿಗೆ ತಿಳಿದಿದೆ.,भवत्सु अत्यल्पेभ्यः एव जनेभ्यः ज्ञातं स्यात् यत् देशस्य प्रत्येकं क्षेत्रे औषधीनां आपूर्तये लाइफलाइनउड़ान नाम्ना एकं विशेषाभियानं प्रचलति।,‘लैफ्‌लैन् उडान्’ ऎंब विशेष आंदोलन देशद प्रतियॊंदु भागक्कू औषधिगळन्नु तलुपिसुव कार्यनिर्वहिसुत्तिदॆ ऎंबुदु बहुशः निम्मल्लि हलवरिगॆ तिळिदिदॆ.
47,ಇಷ್ಟು ಕಡಿಮೆ ಅವಧಿಯಲ್ಲಿ ನಮ್ಮ ಈ ಸ್ನೇಹಿತರು ದೇಶದೊಳಗೆಯೇ ಮೂರು ಲಕ್ಷ ಕಿಲೋಮೀಟರ್ ನಷ್ಟು ವಿಮಾನ ಹಾರಾಟ ನಡೆಸಿ 500 ಟನ್‌ಗಿಂತಲೂ ಹೆಚ್ಚು ವೈದ್ಯಕೀಯ ಸಾಮಗ್ರಿಗಳನ್ನು ದೇಶದ ಮೂಲೆ ಮೂಲೆಯಲ್ಲಿರುವ ನಿಮಗೆ ತಲುಪಿಸಿದ್ದಾರೆ.,अस्माकमेतैः मित्रैः अत्यल्पसमये देशाभ्यन्तरे त्रिलक्ष-किलोमीटर-विमानसंचालनेन पंचशत-टनमितोsप्यधिकानां औषधीनाम् आपूर्तिः अशेषदेशे सम्पादितास्ति।,इष्टु कडिमॆ अवधियल्लि नम्म ई स्नेहितरु देशदॊळगॆये मूरु लक्ष किलोमीटर् नष्टु विमान हाराट नडॆसि 500 टन्‌गिंतलू हॆच्चु वैद्यकीय सामग्रिगळन्नु देशद मूलॆ मूलॆयल्लिरुव निमगॆ तलुपिसिद्दारॆ.
48,"ಹಾಗೆಯೇ, ದೇಶದ ಸಾಮಾನ್ಯ ಜನರಿಗೆ ಅಗತ್ಯ ವಸ್ತುಗಳ ಕೊರತೆಯಾಗದಿರಲೆಂದು ರೈಲ್ವೆ ಸ್ನೇಹಿತರು ಕೂಡಾ ಲಾಕ್‌ಡೌನ್‌ ಸಮಯದಲ್ಲಿ ಎಡೆಬಿಡದೇ ಶ್ರಮಿಸುತ್ತಿದ್ದಾರೆ.",एवमेव अस्माकं रेल-मित्राण्यपि संचाररोधे सततं परिश्रमं कुर्वन्ति येन देशस्य जनसाधारणेभ्यः आवश्यकवस्तूनाम्  अभावः न भवेत्।,"हागॆये, देशद सामान्य जनरिगॆ अगत्य वस्तुगळ कॊरतॆयागदिरलॆंदु रैल्वॆ स्नेहितरु कूडा लाक्‌डौन्‌ समयदल्लि ऎडॆबिडदे श्रमिसुत्तिद्दारॆ."
49,"ಈ ಕೆಲಸಕ್ಕಾಗಿ, ಭಾರತೀಯ ರೈಲ್ವೆ ಸುಮಾರು 60 ಕ್ಕೂ ಹೆಚ್ಚು ರೈಲ್ವೆ ಮಾರ್ಗಗಳಲ್ಲಿ 100 ಕ್ಕೂ ಹೆಚ್ಚು ಪಾರ್ಸೆಲ್ ರೈಲುಗಳನ್ನು ಓಡಿಸುತ್ತಿದೆ.",अस्य कृते भारतीयरेलविभागः प्रायशः षष्टिमितेषु मार्गेषु शतोप्यधिकानि पण्ययानानि संचालयति।,"ई कॆलसक्कागि, भारतीय रैल्वॆ सुमारु 60 क्कू हॆच्चु रैल्वॆ मार्गगळल्लि 100 क्कू हॆच्चु पार्सॆल् रैलुगळन्नु ओडिसुत्तिदॆ."
